online_order,book_table,rate,votes,rest_type,dish_liked,cuisines,cost,listed_intype,listed_incity,Latitude,Longitude
No,Yes,3.8,151,Lounge,"Mutton Biryani, Mojito, Dal Makhani, Cocktails, Raita","North Indian, Afghan",1350.0,Drinks & nightlife,JP Nagar,12.9096941,77.5866067
No,Yes,4.6,1502,Casual Dining,"Sea Food, Mocktails, Paan Ice Cream, Fish, Chaat, Macaroon, Gulab Jamun","European, Mediterranean, North Indian, BBQ",1400.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
No,Yes,4.4,1099,"Casual Dining, Bar","Pasta, Mutton Seekh, Fish, Prawn Curry, Pizza, Papdi Chaat, Salad","North Indian, BBQ",1400.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
No,Yes,4.2,1132,Casual Dining,"Mocktails, Fish, Gulab Jamun, Paan Kulfi, Crispy Corn, Prawn, Biryani","North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.5,1228,Casual Dining,"Non Veg Thali, Chicken Kolhapuri, Paneer Tikka, Paratha, Butter Naan, Faluda, Hot Dog","North Indian, Mughlai, Biryani, South Indian, Beverages",800.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.4,347,Casual Dining,"Biryani, Double Ka Meetha, Dragon Chicken, Lassi, Chicken Tikka Masala, Kodi Vepudu, Chicken Malai Tikka","Biryani, Chinese, Mughlai, Andhra",600.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.3,473,Casual Dining,"Pandi Curry, Tender Coconut Pudding, Chocolate Mousse, Ghee Rice, Pork Curry, Bella Coffee, Chicken Curry",South Indian,750.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.2,405,Casual Dining,"Pasta, Pizza, Sangria, Bruschettas, Salads, Nachos, Chocolate Bomb","Salad, Healthy Food, Italian, Juices, Mexican, Pizza",1500.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,311,Casual Dining,"Pasta, Honey Chilli Chicken, Noodles, Tandoori Chicken, Chicken Biryani, Fish, Murgh Patiala","Continental, North Indian, Chinese",800.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,3.7,399,Casual Dining,"Veg Pulao, Mutton Biryani, Badami Kheer, Veg Platter, Chicken Kebab, Tandoori Chicken, Stuffed Capsicum","North Indian, Seafood, Middle Eastern, Chinese",1000.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
No,No,4.1,111,Casual Dining,"Salads, Pineapple Grill, Caramel Custard, Caramel Pudding, Chicken Sausages",European,1400.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,3128,Casual Dining,"Alfam Chicken, Ghee Rice, Chicken Curry, Mutton Biryani, Chicken Grill, Shawarma, Fruit Salad","North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.1,840,Cafe,"Pancakes, Steak, Mocktails, Burgers, Wings, Paneer Pizza, Wood Fire Pizza","Cafe, Italian, Pizza, Beverages, Desserts",800.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
No,No,4.5,1181,"Cafe, Casual Dining","Burgers, Orange Mojito, Pasta, Ferrero Rocher Shake, Cheese Burger, Coffee, Chaat","Cafe, American, Burger, Steak",900.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.2,559,Cafe,"Tex Mex Burger, Pizza, Fish, Pasta Alfredo, Mojito, Burgers, Blueberry Cheesecake","Cafe, Continental, Italian, Burger",1200.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,399,"Dessert Parlor, Cafe","Waffles, Hot Chocolate, Brownie, Pizza, Coffee, Pancakes, Pasta","Desserts, Cafe, Italian, Beverages",700.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.1,577,Cafe,"Tex Mex Burger, Pasta, Pizza, Fish, Burgers, Salads, Veg Burger","Cafe, Italian",700.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
No,No,4.3,167,Cafe,"Coffee, Caramel Macchiato, Cappuccino, Cafe Mocha, Fruit Tart, Sandwiches, Americano",Cafe,500.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
No,No,3.8,92,Cafe,"Sandwiches, Salad, Schnitzel, Beef Burger, Hot Chocolate, White Sauce Pasta, Chicken Sandwich",Cafe,700.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
No,No,4.0,241,Cafe,"Healthy Breakfast, Burgers, Omelette, English Breakfast, Sandwiches, Pancakes, Crepe","Cafe, Continental, American, Italian",600.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,172,Cafe,"Ginger Tea, Waffles, Smoothie Bowl, Egg Salad, Pancakes, Salads, Cheesecake","Continental, Thai, Arabian, Mexican",700.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,274,Cafe,"Club Sandwich, Burgers, Basil Chicken, Pasta, Sandwiches, Mojito, Fries","Cafe, Continental, North Indian",900.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
No,No,3.8,110,"Casual Dining, Cafe","Burgers, Pasta, Hot Dog, Mashed Potato, Plum Cake, Sunday Brunch, Cheesecake","North Indian, Chinese, Cafe, Desserts",700.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,46,Cafe,"Coffee, Maggi",Cafe,500.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,140,Cafe,"Pizza, Burgers, Chicken Pasta, Minestrone Soup, French Onion Soup, Hot Dog, Coffee","Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",650.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,56,Cafe,"Coffee, Garlic Bread",Cafe,650.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,97,Cafe,"Ginger Tea, Poha, Ginger Chai, Paratha, Chaai, Sandwiches, Elaichi Tea","Cafe, Fast Food, Beverages",350.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.4,2589,"Casual Dining, Cafe","Roast Chicken Pizza, Ricotta Ravioli, Pasta, Berryblast, Paneer Tikka Pizza, Barbeque Chicken Pizza, Mocktails","Pizza, Cafe, Italian",600.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.3,191,Cafe,"Brownie, Fries, English Breakfast, Cinnamon Roll, Brewed Coffee, Wings, Cappuccino","Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",700.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.3,496,"Cafe, Quick Bites","Burgers, Popcorn, Pancakes, Brownie, Nachos, Pasta, Terminator Burger","Cafe, Burger, Italian, Desserts",800.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,722,Cafe,"Burgers, Sandwiches, Pasta, Moo Burger, Cheesy Fries, Beef Burger, Potato Skins","Cafe, Burger, Italian, Salad",1000.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,3.6,104,Cafe,"Burgers, Spaghetti, Beef Burger, Cheesecake, Steak, Chicken Burger, Pasta","Continental, Burger, Cafe, Steak",800.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.5,506,Cafe,"Sandwiches, Bbq Chicken Pizza, Burgers, Steak, Mashed Potato, Peri Peri Chicken Pizza, Aglio Olio Pasta","Cafe, Italian",650.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,98,Cafe,"Tea, Sandwiches, Coffee, French Fries, Cheese Sandwich, Hot Chocolate","Cafe, Continental, American, Beverages",500.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,73,"Cafe, Quick Bites","Chicken Burger, Pasta, Hash Brown, Noodles","Cafe, Continental, Chinese, Momos",500.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,44,Cafe,"Chicken Fries, Burgers","Cafe, Continental, Beverages",500.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,77,Cafe,"Filter Coffee, Cappuccino, Brewed Coffee","Cafe, Fast Food",550.0,Cafes,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.4,287,Delivery,"Paratha, Salads, Chicken Tikka Sub, Roti","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,221,Dessert Parlor,"Sandwiches, Brownie Fudge, Hot Chocolate Fudge, Thick Shakes","Ice Cream, Desserts, Beverages, Sandwich",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,531,Delivery,"Chicken Steak, Burgers, Salads, Potato Wedges, Salad, Fish, Rice Bowl","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,52,Quick Bites,Shawarma,"Kerala, North Indian, Chinese",350.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.4,1418,Quick Bites,"Rolls, Jumbo Chicken Roll, Falafel Roll, Chicken Kudu Roll, Shawarma, Mutton Roll, Spicy Roll","Middle Eastern, Fast Food, Rolls",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.3,238,Quick Bites,"Deluxe Thali, Chole Bhature","North Indian, Chinese",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,420,Casual Dining,"Fish Curry, Appam, Butter Chicken, Chicken Curry, Thali, Fish Fry, Roast Chicken","Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala",800.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,148,Delivery,"Hyderabadi Biryani, Vegetable Biryani, Raita, Chicken Dum Biryani","Biryani, Hyderabadi",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.5,1228,Casual Dining,"Non Veg Thali, Chicken Kolhapuri, Paneer Tikka, Paratha, Butter Naan, Faluda, Hot Dog","North Indian, Mughlai, Biryani, South Indian, Beverages",800.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,253,Casual Dining,"Mutton Pepper Fry, Biryani, Chicken Tenders, Butter Naan, Roti, Paneer Malai Tikka, Yakhni Pulao","North Indian, Mughlai, Chinese",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,205,Food Court,"Burgers, Zinger Burger, Ginger Chicken","Burger, Fast Food",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,327,Quick Bites,"Vada, Butter Masala Dosa, Coffee","South Indian, North Indian, Chinese",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.2,376,Quick Bites,"Kesaria Lassi, Chaat, Pav Bhaji, Paratha, Rasmalai, Jalebi Rabri, Tea","Street Food, North Indian",350.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,215,"Takeaway, Delivery","Momos, Shawarma, Noodles, Burgers, Pepper Baby Corn, Rolls, Fries","Chinese, North Indian, Fast Food",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,109,"Casual Dining, Bar",Mutton Biryani,"Andhra, Chinese, North Indian",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,297,Quick Bites,"Donne Biryani, Pepper Chicken",Biryani,200.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,128,Quick Bites,"Paratha, Lassi, Dal Bati, Kachori, Roti, Churma, Liti Chokha","Rajasthani, North Indian",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
No,No,3.9,87,Dessert Parlor,"Donut, Coffee","Desserts, Beverages",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.8,265,Dessert Parlor,"Chocolate Waffles, Chocolate Overload, Oreo Waffle, Nachos, Belgian Waffles, French Fries",Desserts,400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,209,Quick Bites,"Sandwich, Salads, Sandwiches, Salad, Chicken Tikka","Salad, Fast Food",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.2,123,Casual Dining,"Tea, Shawarma, Egg Roast, Biryani, Appam",Kerala,600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,3.0,160,Casual Dining,"Roti, Jalebi, Pav Bhaji, Panipuri, Fish Tikka","North Eastern, Street Food",650.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,189,Quick Bites,Thatte Idli,South Indian,100.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,306,Quick Bites,"Paratha, Roti, Curd Rice, Thali, Tea, Dal Bati, Gajar Halwa","North Indian, Gujarati, Street Food",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.0,202,Quick Bites,"Lassi, Thali, Biryani, Pav Bhaji, Chole Bhature, Gulab Jamun, Veg Kolhapuri","North Indian, Biryani, Chinese, Street Food",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.5,408,Quick Bites,"Burgers, Cheesy Fries, Chicken Wings, Veg Burger, Veg Whopper","Burger, Fast Food, Beverages",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,96,Quick Bites,"Filter Coffee, Onion Rava Masala Dosa, Tea, Chole Bhature, Roti, Noodles, Vada","Chinese, North Indian, South Indian",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.2,432,Dessert Parlor,"Ice Cream Strawberry, Tiramisu, Chocolate Icecreams, Chocolava, Hot Chocolate Fudge, Ferrero Rocher, Coffee Craze","Desserts, Beverages",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,247,Quick Bites,"Paratha, Sea Food, Fish Biryani, Duck Roast","Kerala, North Indian",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,343,"Takeaway, Delivery","Chicken Sandwich, Salads, Butter Chicken, Sandwiches, Salad, Biryani, Ice Tea","North Indian, Mughlai, Fast Food",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,162,Delivery,"Paneer Pizza, Chicken Keema, Peri Peri Pizza, Chicken Chunks",Pizza,750.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,232,Delivery,"Mutton Dum Biryani, Gulab Jamun, Buttermilk, Raita, Paneer Biryani, Gosht Dum Biryani, Basmati Rice",Biryani,650.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,2.6,210,Quick Bites,"Roti, Paratha, Biryani, Thali","North Indian, Chinese",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,153,Quick Bites,"Biryani, Sea Food, Fish Curry Rice",Seafood,400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,2.7,182,Casual Dining,"Rava Masala Dosa, Chaat, Dal Tadka, Onion Dosa, Tomato Soup, Thali, Tea","North Indian, South Indian, Chinese, Beverages",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,93,Quick Bites,"Fish Curry, Appam, Paratha, Sea Food, Beef Biryani, Beef Curry, Beef Fry","Kerala, South Indian",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.3,332,Quick Bites,"Burgers, Beef Burger, Cheesy Fries, Peri Peri Chicken Burger, Beef Patty, Oreo Shake, Steak Burger","Burger, Fast Food",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,257,Quick Bites,"Butter Chicken, Shawarma Roll, Chicken Shawarama, Rolls, Chicken Grill, Al Faham Chicken, Roti","North Indian, Chinese",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.4,182,Casual Dining,"Biryani, Fish","Chinese, North Indian, Hyderabadi, Biryani",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.4,347,Casual Dining,"Biryani, Double Ka Meetha, Dragon Chicken, Lassi, Chicken Tikka Masala, Kodi Vepudu, Chicken Malai Tikka","Biryani, Chinese, Mughlai, Andhra",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,156,"Quick Bites, Dessert Parlor","Donut, Burgers, Coffee","Burger, Desserts, Fast Food",550.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,41,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,195,Quick Bites,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan","North Indian, Chinese",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,140,Casual Dining,"Paratha, Pizza, Chicken Curry, Mushroom Soup, Momos","Healthy Food, Continental, North Indian",700.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.3,1437,Casual Dining,"Steak, Garlic Bread, Burgers, Pasta, Chicken Wings, Salads, Pepper Chicken","Steak, Continental, Burger, American, BBQ, European, Salad",1500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,0,Quick Bites,"Rolls, Veggie Roll, Paneer Achari Roll, Keema Roll","Rolls, Fast Food",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.5,324,Casual Dining,"Chicken Tikka, Mutton Rara, Garlic Naan, Roti","North Indian, Mughlai",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,115,Casual Dining,"Noodles, Chop Suey, Chicken Wings, Chilli Chicken, Honey Chilli Wings, Spring Chicken",Chinese,550.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,50,Dessert Parlor,"Butterscotch Cake, Irish Coffee","Desserts, Bakery",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.2,107,Delivery,"Butter Chicken, Dal Makhani, Jeera Rice, Kulcha",North Indian,500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,35,Delivery,"Chocolate Fantasy, Cheesecake, Chocolate Decadence, Chocolava","Bakery, Desserts",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,68,Casual Dining,Biryani,"Biryani, South Indian, North Indian, Chinese",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.1,577,Cafe,"Tex Mex Burger, Pasta, Pizza, Fish, Burgers, Salads, Veg Burger","Cafe, Italian",700.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
No,No,3.4,58,Quick Bites,"Neer Dosa, Biryani, Malabari Paratha, Thali, Chicken Curry","South Indian, Mangalorean, Kerala",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,2.7,64,Food Court,Noodles,Chinese,700.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,177,Casual Dining,"Burgers, Brownie, Veggie Pizza, Chicken Lasagne, Chicken Burger, French Fries, White Sauce Pasta","Continental, Italian, Burger, American",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,190,Casual Dining,"Paratha, Kerala Parotta, Fish Fry, Sea Food, Tea","Kerala, South Indian",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,140,Quick Bites,"Aloo Paratha, Veggie Wrap, Sabudana Kheer, Chicken Wrap, Rolls, Khichda, Thali","North Indian, Biryani, Fast Food",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,110,Quick Bites,"Chicken Burger, Popcorn Chicken, Sandwich",Fast Food,400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,48,"Takeaway, Delivery","Rolls, Chicken Roll, Burgers, Egg Sandwich","Arabian, Chinese, Fast Food, Beverages",150.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,2.6,227,Quick Bites,"Pepperoni, Cheesy Pizza","Italian, Pizza",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,128,Quick Bites,"French Fries, Chicken Roll, Sandwich, Falafel Roll, Charcoal Shawarma, Chicken Fries, Brosted Chicken","Fast Food, Juices",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,220,Casual Dining,"Noodles, Dragon Rolls, Momos, Garlic Chicken, Pork Ribs","Chinese, Momos",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,88,Quick Bites,"Shawarma, Chicken Shawarama, Kerala Parotta, Lemon Tea, Fish, Ghee Rice, Appam","Kerala, North Indian, Chinese, Arabian",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,90,Quick Bites,"Chicken Momo, Noodles, Pan Fried Momos","Tibetan, Momos",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,370,Casual Dining,"Chicken Grill, Shawarma, Tandoori Chicken, Lassi, Noodles, Chicken Shawarama, Arabian Grape Juice","Arabian, North Indian, Chinese, Beverages",800.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.5,755,Bar,"Cocktails, Pasta, Pizza, Mocktails, Thai Crispy Chicken, Beer, Chicken Wings","Continental, North Indian, Finger Food",1300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,611,Casual Dining,"Biryani, Lemon Chicken, Laccha Paratha, Kashmiri Pulao, Kulcha, Cocktails, Beer","Chinese, Continental, North Indian",750.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,103,Quick Bites,"Paratha, Dal Makhani, Lassi, Naan, Veg Thali, Chole, Kulcha",North Indian,400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,71,Quick Bites,"Sandwiches, Sandwich, Oreo Shake, French Fries","Chinese, Fast Food",250.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
No,No,4.5,1181,"Cafe, Casual Dining","Burgers, Orange Mojito, Pasta, Ferrero Rocher Shake, Cheese Burger, Coffee, Chaat","Cafe, American, Burger, Steak",900.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.2,341,"Casual Dining, Pub","Cocktails, Roast Pork, Mocktails, Fish, Chilli Prawns, Pizza, Butter Garlic Prawns","Goan, Mangalorean",1400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,151,Quick Bites,"Garlic Bread, Nachos, Pasta, Thin Crust Pizza, Manali Pizza, Hawaian Pizza","Pizza, Italian",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,109,Dessert Parlor,Sweet Paan,"Ice Cream, Desserts",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.1,78,Delivery,"Sandwich, Pasta, Sandwiches, Brownie","North Indian, Continental",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.4,78,Quick Bites,Chicken Curry,"South Indian, Biryani",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,76,Quick Bites,Tea,"Kerala, South Indian, North Indian, Chinese",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,84,Dessert Parlor,"Belgian Chocoholic, Italian Wonder",Desserts,300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
No,No,4.1,470,Casual Dining,"Lassi, Mushroom Masala, Chaach, Aloo Paratha, Chole Kulcha, Kadai Paneer, Buttermilk",North Indian,800.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,57,Delivery,"Pasta, Burgers, Monster Burger, Brownie, Chicken Sandwich",Continental,500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.1,150,Casual Dining,"Chicken Biryani, Mutton Biryani, Chicken Manchurian, Shahi Biryani","North Indian, Biryani",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,140,Cafe,"Pizza, Burgers, Chicken Pasta, Minestrone Soup, French Onion Soup, Hot Dog, Coffee","Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",650.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.4,378,Quick Bites,"Pasta Italiano, Pizza Burger, Stuffed Garlic Bread","Pizza, Fast Food",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,118,Quick Bites,"Momos, Noodles","Chinese, Thai, Momos",450.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,2.7,171,Casual Dining,"Ambur Biryani, Vegetable Biryani","Biryani, North Indian",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.2,559,Cafe,"Tex Mex Burger, Pizza, Fish, Pasta Alfredo, Mojito, Burgers, Blueberry Cheesecake","Cafe, Continental, Italian, Burger",1200.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.6,42,Casual Dining,"Chicken Biryani, Mint Lemonade, Falafel, French Fries","Arabian, Mediterranean, North Indian",600.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.5,506,Cafe,"Sandwiches, Bbq Chicken Pizza, Burgers, Steak, Mashed Potato, Peri Peri Chicken Pizza, Aglio Olio Pasta","Cafe, Italian",650.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.3,63,Casual Dining,"Naan, Sea Food, Biryani, Lime Soda","North Indian, Chinese, Andhra",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,91,Quick Bites,"Kulfi, Masala Vada Pav",Street Food,200.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,97,Cafe,"Ginger Tea, Poha, Ginger Chai, Paratha, Chaai, Sandwiches, Elaichi Tea","Cafe, Fast Food, Beverages",350.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,Yes,4.0,694,Casual Dining,"Panneer Butter Masala, Mocktails, Chicken Tikka, Dal Makhani, Salads, Chaat, Jalebi","North Indian, Mughlai",1200.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.9,55,Beverage Shop,Decor,"Beverages, Desserts, Ice Cream",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,91,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken","North Indian, Chinese, South Indian",500.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.0,297,Quick Bites,"Chaat, Pav Bhaji, Buttermilk, Ajwaini Paratha, Raj Kachori, Sev Puri, Bhel Puri",North Indian,350.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,4.1,200,Casual Dining,"Coffee, Momos, Kimchi, Bbq Pork, Hot Pot, Wine, Pancakes",Korean,800.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.8,49,Quick Bites,"Coffee, Roti, Masala Dosa","South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,3.7,64,Quick Bites,"Murgh Patiala, Shawarma, Chicken Grill","Chinese, North Indian, Mexican, Fast Food",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
Yes,No,2.7,194,Casual Dining,"Masala Dosa, Pongal, Filter Coffee, Panneer Butter Masala, Idli, Pav Bhaji, Tea","South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Delivery,Kalyan Nagar,13.0221416,77.6403368
